text,rating,polarity_score,polarity
bagus,5,2,positive
menambah relasi bisnis,5,9,positive
ok,5,4,positive
kasih bintang ntar jelek turunkan ya,5,1,positive
,3,0,neutral
bintang,2,0,neutral
ngerti aplikasinya,2,1,positive
terima kasih semoga bermanfaat,5,9,positive
tau aplikasi coba deh,4,-6,negative
membantu tingkatkan kualitasnya,4,4,positive
moga solusi,5,4,positive
salaam slmat pagi trimakaziiih bantuanya,5,1,positive
coba kalo bagus bintangnya,4,4,positive
mantaapp,3,0,neutral
menguntungkan,5,4,positive
ogood,5,0,neutral
sukses cari kerja,5,2,positive
ya hahahahah,4,4,positive
bagus skali,5,2,positive
σk bngt,5,0,neutral
bintang ah,3,0,neutral
bintang bagus ntar lgi,2,2,positive
applikasi good,5,5,positive
aplikasi bagus komunikasi bisnis lancar,4,7,positive
i like it,5,0,neutral
great work pokoknya bagus,5,2,positive
menarik,3,4,positive
tingkatkkan lg,4,0,neutral
mudah membantu,5,8,positive
coba linkedin kasih foto sampulhahah,4,7,positive
aplikasi g jlas,1,-4,negative
verify captcha susah masuk,1,-6,negative
can not install may be my phone suck im use himax,5,0,neutral
nice apps,5,4,positive
ntar tambahin klo bermanfaat,3,5,positive
bagus sy krng mengerti,4,4,positive
sukses ya,4,7,positive
terbantu terbantu,5,0,neutral
gooden,4,0,neutral
oke bnget,5,2,positive
membantu mohon permudah apply lamaran kerja,5,8,positive
link job architect,5,0,neutral
oke syafaruddin berjuang pekerja buruh mari rapatkan barisan kawan,5,9,positive
klo bgus nnti tambahin,3,0,neutral
good,5,5,positive
bnyak info bisnis,5,0,neutral
more job need to be publish,5,0,neutral
cek,4,-4,negative
nats toserbaolshop,5,0,neutral
hati akun gmail membajak bajingan,1,-3,negative
gatau,3,-1,negative
yes,5,3,positive
mantaf,5,0,neutral
good semoga bermanfaat,5,10,positive
semoga dijadiin informasi lowongan kerja,3,4,positive
hebatnya,5,0,neutral
positif gabung dgn linkedl,5,-1,negative
joss top joss top joss top joss,4,15,positive
membantu mencari informasi loker motivasi pekerjaan,5,9,positive
ngajuin akulaku,4,0,neutral
bermanfaat,3,5,positive
gimana sih daftar pake akun google gagal aja yah tolong penjelasannya,2,1,positive
bagus info lowongan kerja,4,1,positive
mantap dah,5,2,positive
cari investor sawit,5,-3,negative
berinteraksi,5,0,neutral
coba klo bagus bintang nya,3,4,positive
use it and you will connect to world,5,0,neutral
lihat aplikasinyasmga aja ngembantu akuinsya allahaamiin,4,4,positive
yg dpt krja app,3,0,neutral
siiipp,5,0,neutral
perbaiki,3,0,neutral
ko sy ga mengajukan pinjaman,5,0,neutral
coba semoga bermanfaat,4,7,positive
gk up,2,0,neutral
coba yah,3,2,positive
good look and representatif,4,5,positive
tingkat kuawalitasnya,4,1,positive
ok,5,4,positive
bagus mengerti,4,4,positive
bice app,5,0,neutral
best aplikasi,5,-4,negative
yah ngga ganti foto profil,2,4,positive
tob,4,0,neutral
hamba mu uang,5,0,neutral
dlu aja klo bagus,2,3,positive
alus ngabantu pisan hade,5,0,neutral
ingintau,5,0,neutral
thank linkedin,5,4,positive
mantap,5,5,positive
gak buka close update,5,1,positive
menyukai info welder,5,1,positive
bagus aplkasinya,4,2,positive
suskses,5,0,neutral
i need you,5,0,neutral
akulaku yess,5,0,neutral
sijp,4,0,neutral
info pekerjaan lengkap membantu,4,6,positive
greet,5,0,neutral
mantap nambah modal,5,7,positive
mantap nian,5,9,positive
very helpfull and can learn many thing also can connect with many high profesional in many field of businessman,5,0,neutral
menunjang usaha sy menambah relasi rezeki,4,7,positive
senang membantu mencari pekerjaan,5,9,positive
bermanfaat,4,5,positive
mudahan,5,1,positive
bintang coz aq br nyobak aplikasi,3,-4,negative
ribet,4,-4,negative
why i cant use my phone number to verification i already try different phone number,1,-2,negative
membantu,5,4,positive
bermapaat wlpn ribet,5,-4,negative
membantu info kerja,4,3,positive
bravo,5,0,neutral
parah bikin akun gagal langsung uninstal ajah,1,-6,negative
please message free tq,5,4,positive
bagusdan bermanfaat,5,5,positive
membantu,5,4,positive
coba kalo bagus kasih bintangnya,3,6,positive
gagal masuk akun payahhh,2,-7,negative
bagus c x,5,2,positive
lumayan teman,3,1,positive
aplikasi sampah registrasi ajaa gak gak,1,-8,negative
maju,3,0,neutral
sigab,4,0,neutral
great aplications,5,3,positive
masuk jd hebatnyatunggu kalo bintang mu,3,-3,negative
hebatmantapgood,5,0,neutral
keren my lovely linkedin,5,0,neutral
sy tidk aplikasi nya d copot tp gk y,2,-3,negative
ok,4,4,positive
mencoba,3,0,neutral
coba klok bagus aq kisih penuh,3,4,positive
cuba dlu,3,0,neutral
payah masak nomor cuman dibisa dipke wktu daftar pas dicoba nomornya suruh ganti pasdiganti gk masuk sekrng gk nomor yg dipke trus daftar pke daftar aj repot gimna ngasih solusi admin tolong balasan solusi,1,18,positive
laah,4,0,neutral
,4,0,neutral
oke,3,2,positive
makasih dpat ngebantu,5,4,positive
moga,5,1,positive
bagus,1,2,positive
terima kasih semoga informasi pekerjaan,4,9,positive
berguna bermanfaat detail lengkap akurat terima kasih in,5,18,positive
bagus baut reperensi,5,2,positive
topapp,4,0,neutral
app nice,5,4,positive
semoga pekerjaan yg,5,3,positive
semoga sukses,4,3,positive
the best choice to conected,4,0,neutral
ruang interaksi profesional kemajuan personal komunal,5,0,neutral
trimakasih smoga bs membuka peluang bs pekerjaan sesuai dgn profesi sy,3,10,positive
,4,0,neutral
cari kerja utk perubahan,5,3,positive
mencoba,3,0,neutral
wasteful and bad security validation please build app more best,1,-7,negative
logout giliran login susah akun blokir aplikasi aneh,1,-3,negative
sinyal jelek,5,-5,negative
senang bergabung,5,1,positive
dipermudah lengkap lg fiturnya,4,2,positive
lowngn sepi,3,-3,negative
siiippp,5,0,neutral
excellen,5,0,neutral
loker beda aplikasi lainkarena postingannya berbobot berguna,5,1,positive
yes,3,3,positive
memudahkan mencari pekerjaan,5,3,positive
perdana,5,0,neutral
sucess be my right,5,0,neutral
bermanfaat terimakasih,5,10,positive
nunggu acc,3,1,positive
hai salam sejahtera sukses yah,5,6,positive
terimah kasih,5,2,positive
suka aplikasi tpi lebi klw update lg,5,-1,negative
bermanfaat pd orang knpa tdk d,5,5,positive
mantaaps,5,0,neutral
membantu meng up personal brand membantu menebar kebaikan bermanfaat,4,17,positive
embuh lahh,2,0,neutral
good seller,5,5,positive
ok jiwa,5,4,positive
suka skali,5,3,positive
ok sih,5,4,positive
goddd,5,0,neutral
nice y,5,4,positive
laper,5,-3,negative
okey good,4,5,positive
good appsgo a head,5,5,positive
direkomendasikan,5,0,neutral
coba jelek instal bagus tabah bintang nya jelek ngak kasih bintang,3,1,positive
membantu,5,4,positive
jual beli ac,5,3,positive
oke,5,2,positive
good for comunication for expert engineer,5,5,positive
great way to connect people arround the world,5,3,positive
semoga akurat login email reqruitment mudah,5,4,positive
bagus membantu,5,6,positive
ok deh,4,4,positive
yg membutuhkan pekerjaan,4,3,positive
update ya aja si,5,5,positive
goooood,4,0,neutral
semoga sukses,5,3,positive
aplikasi belajar mohon bimbingan nya terimakasih,5,3,positive
akulaku membantuku,5,0,neutral
mantap banget,5,6,positive
tamabh oke,5,2,positive
membantu mencari loker,5,1,positive
akulaku mantap,5,5,positive
mantap oke banget top,5,13,positive
sukses,4,3,positive
mencoba,5,0,neutral
sukses slalu a l,5,3,positive
inovasi terbaik,3,9,positive
membuka wawasan,4,0,neutral
i have a little problem about this applicationcan not be installplease solve my problemthanks,5,-4,negative
sukses trus akulaku n trus maju jaya,5,7,positive
top banget,4,6,positive
senang banget begabng liken,5,6,positive
membantu kepepet dana,5,8,positive
mantaffff,5,0,neutral
oke mantap,5,7,positive
alus pissan,5,0,neutral
its justice,4,0,neutral
tolak,1,-4,negative
joz,5,0,neutral
dicoba,2,2,positive
okesekali,5,0,neutral
oke de semoga maju jaya selaluaju,5,6,positive
goodaplikasi,5,0,neutral
goodmaju akulaku,5,0,neutral
ok sukses maju trus akulaku,5,7,positive
siiiiiiiiiiip,5,0,neutral
,5,0,neutral
gimana si h,3,0,neutral
aplikasi oksemoga laku berjaya tuk kedepannyaamiinn,5,0,neutral
apik,5,0,neutral
ok ok ok,5,12,positive
mantaf akulaku sip,4,0,neutral
mantappppppp,5,0,neutral
bagus jobseeker,5,2,positive
mencoba,4,0,neutral
semoga kesuksesan,5,0,neutral
aj,4,0,neutral
good job,5,5,positive
memperbaikin jalan hidup,4,2,positive
bagus jobseeker,5,2,positive
tee,5,0,neutral
bikin tertarik,5,2,positive
mudahan job yg sesuai,5,4,positive
very good for info job vacancies cookabcook,5,2,positive
susah downloadgagal trsjadi bt,3,-3,negative
for silaturahmi,5,0,neutral
meningkatkan komunikasi temanteman,5,2,positive
bintang,3,0,neutral
akulaku semoga jaya maju tdk mengecewakan bener nyata,5,8,positive
upload poto gallery,5,0,neutral
bagus,3,2,positive
deh tr klo bgus d tmbahin jd,4,0,neutral
ok bgt,4,4,positive
suka namba pengalaman dunia kerja,5,8,positive
semoga loker yg mauantafffbisa nambaj wawasan pembelajaran,5,0,neutral
keren manusiamanusia keren semoga bill gate founder microsoft,5,0,neutral
emezing,5,0,neutral
tes,5,0,neutral
bagus aplikasi bnyk peluang didunia pekerjaan,5,1,positive
ok deh,3,4,positive
berkah,5,4,positive
access utk pencaker dn perusahaan,5,3,positive
senang aplikasi,4,1,positive
berharap dpt kerjaan multi nasional dgn income amaze,5,6,positive
ngebantu,5,0,neutral
membantu bidang info loker,5,1,positive
percobaan,4,0,neutral
best app,5,0,neutral
insha allah berqah,5,5,positive
good application,4,5,positive
terhubung profesi berbagi pengetahuanistilah dunia selebar daun kelor,5,3,positive
membantu impormasi pekerjaan ngobrol dgn teman teman lamatks,5,8,positive
aplikasi bagus sifat nya memajukan orang,5,-2,negative
bs byk info loker pengalaman interviewe byk perusahaan,5,2,positive
semoga perusahaan yg amanah utk melangkahi keluarga,4,12,positive
bintang bintangnya,3,0,neutral
good work,5,5,positive
linkedin jejaring sosial membantu profesional mengenal berbagi kebaikan amin yra,5,18,positive
aplikasi inikita referensi pekerjaandan teman bertukar informasi pekerjaan,4,1,positive
bintang yar ditambah,4,0,neutral
semoga aplikasi wasilah alloh swt diterima perusahaan yg terbaik berkahamin yra,5,6,positive
bagus,5,2,positive
bintang ja klau bagus tambh bintang penuh,3,2,positive
bagus cari keerja,3,-1,negative
ku sih yes,5,3,positive
oke promote profile,5,5,positive
aja ya coba,3,7,positive
mantaaaap,4,0,neutral
membantu,5,4,positive
lihat y,3,3,positive
hem bingung aplikasi,3,-4,negative
wewww,3,0,neutral
klobbagus ksh bintang,4,0,neutral
mantap bro,5,5,positive
dulhu kalo aplikasin nya mendukung full bintang bri,3,0,neutral
very interest,4,0,neutral
susah,1,-3,negative
nice job,5,4,positive
pakai,5,0,neutral
i ya lihat,5,7,positive
lumayan seru nambah ilmu,3,10,positive
udah sip kasi bintang,3,-3,negative
kasih klo beneran kasih full,2,7,positive
yobaa,3,0,neutral
bintang,3,0,neutral
ga didownload ulang,1,0,neutral
semoga sukses,5,3,positive
liat,3,2,positive
paten loh,5,0,neutral
bintang aj bagus,3,2,positive
mantp,5,0,neutral
suka,3,3,positive
suka,3,3,positive
testimoni nnty nambah,3,3,positive
mantapppppp,5,0,neutral
coba mencoba,4,2,positive
membantu utk share,3,4,positive
oke,4,2,positive
sy suka aja app nya,4,4,positive
ok,5,4,positive
bermanfaat,5,5,positive
mudahan bermanfaat,3,6,positive
,3,0,neutral
nice apps,5,4,positive
mudah mencari pekerjaan,5,4,positive
coba bintang,3,2,positive
duluklo bgus sy,3,0,neutral
maknyusssss,5,0,neutral
nyoba klo bagus,1,2,positive
manfaatkan halhal yg positif,5,4,positive
bintang,3,0,neutral
muantabss,5,0,neutral
execellent,5,0,neutral
coba yaaa,2,2,positive
app nya bagus,5,2,positive
bermanfaat utk menjalun network,5,5,positive
mantap membantu,4,9,positive
membantu,5,4,positive
semoga sukses sukses,5,6,positive
mantapz suka app nya,4,3,positive
lihat deh,3,3,positive
,5,0,neutral
likeeee,5,0,neutral
ruaarrr biasah,5,0,neutral
coba ditayangkan lowonga kerja yng membantu pencari kerja terima kasih,3,14,positive
seru jg,4,5,positive
aplikasi yg ok,5,0,neutral
hatur nuhun,5,0,neutral
membantu,5,4,positive
membantu bagusterima kasih,5,6,positive
salah nya mengawali usaha apapun yg berusaha berkarya,3,0,neutral
more more to relation ship,5,0,neutral
dibantu memperluas wawasan,4,2,positive
kereeen,5,0,neutral
semoga bagus,5,2,positive
ok bngt,5,4,positive
berkenalan orang,3,-3,negative
pervect,5,0,neutral
bewbie,5,0,neutral
mantaap,5,0,neutral
memuas gk biki kecewa,5,0,neutral
membantu bagus terima kasih,4,10,positive
w a w,5,0,neutral
gabung nih,5,-5,negative
iok,5,0,neutral
thx mudahkan,5,0,neutral
tess,3,0,neutral
brrmanpaat,5,0,neutral
bgus dlm penkembngan,5,0,neutral
informasinya semoga akurat yah,4,2,positive
top,5,5,positive
e kursi sofa cabang bandungjakarta baguuus,3,0,neutral
,5,0,neutral
trimakasih kemudahan,5,7,positive
bring my job,5,0,neutral
sbagussss,5,0,neutral
menolong orang,5,4,positive
dood,5,0,neutral
network luas,5,3,positive
semangat,5,4,positive
tdi download msih login gmn nh,1,0,neutral
siiplah,5,0,neutral
antap tingkatkan,4,-5,negative
permudahkan terima kasih,5,4,positive
coba,3,2,positive
butuh kerja,4,-3,negative
maaf msh train,1,2,positive
membantu membangun hubungan,5,4,positive
jelek,1,-5,negative
lokerya,3,0,neutral
makasih gin,5,4,positive
loker abal,1,0,neutral
top among the pop,5,10,positive
menambah wawasan,5,3,positive
dicoba,4,2,positive
pintu sukses kerja keras berdoa,5,9,positive
luarbias,5,0,neutral
belm terdownload ya,5,4,positive
ebergik,4,0,neutral
,3,0,neutral
login aja login valid,1,1,positive
koneksi,5,2,positive
apklsi good,5,5,positive
udah daftar login logout nyoba login gabisa paswrd salah udah verivikasi email sms ttep gabisa login tetep paswrdnya salah gimana,1,-7,negative
dah login gak masuk,1,-6,negative
lumayan membantu,5,5,positive
terhubung mudah,5,4,positive
gooig,5,0,neutral
kasih bintang dlu yah qu blom tau aplikasinya kaya gmnah,4,0,neutral
membantu,5,4,positive
coba kl bagus kasih bp ntang,3,6,positive
semoga bermanfaat,5,5,positive
cayooo,4,0,neutral
goo job,5,0,neutral
membantu,3,4,positive
payah gk login gak daftar masukin kode keamanan menu payah,1,-2,negative
aplikasi,5,-4,negative
coba dlu klo coba,5,4,positive
register log in redmi note x snap,2,0,neutral
simply and nice,4,4,positive
geeat app,5,0,neutral
good i like it,5,5,positive
bagus dgn nya,4,2,positive
bintang aja deh,3,1,positive
bermanfaat membantu orang,5,9,positive
mengesankan sekalicepat akurat,5,4,positive
mudahn,5,0,neutral
i have a job becase this app thank very recommend,4,4,positive
good job,3,5,positive
jajal yg bru,4,-4,negative
coba kalo jelek kurangin bintangnya,5,-3,negative
m good,5,5,positive
semoga membantu mencari pekerjaan lagithanks,5,4,positive
membantu,5,4,positive
gc buka,4,3,positive
nyoba,4,0,neutral
memudahkan layanan,4,6,positive
bermanfaat,5,5,positive
kuuuk,3,0,neutral
yes,5,3,positive
wa kasi,3,-3,negative
blom tau bru mo coba,3,-2,negative
gi go,5,0,neutral
memperbanyak sahabat,5,4,positive
samsung galaxy s s,5,0,neutral
daftar pakai email tp gabisa masuk daftar ulang email nya terpakai berti daftar yg ud tp login ttp gabisa masuk,1,-3,negative
oke linkedin wawasan,3,2,positive
semoga slalu memamfaatkan kesempatan berbagi peluang,4,2,positive
iya oke,3,2,positive
semakun mantab,5,0,neutral
pemula,3,0,neutral
hati hati loker penipuan ane ketipu jngan srh transfer uang dg alasan apapun,1,4,positive
ditingkatkan mutunya thx,5,0,neutral
bagus,4,2,positive
wow,5,0,neutral
bagus sih tp gmn ya nambah jangka jd,5,9,positive
ok banget lindked,5,5,positive
ok,5,4,positive
,4,0,neutral
bgis,5,0,neutral
coba klo bagus tambahin bintangnya,4,4,positive
get smart,5,0,neutral
berbagi informasi pengetahuan teman,4,8,positive
blm apk ni pengen coba az,3,5,positive
membantu orang nilai manfaat dohabat,4,14,positive
nya gimana ka,3,0,neutral
iba,3,-5,negative
menyukai,5,4,positive
ngk paham aplikasi tp kasih bintang ja,5,-2,negative
mebantu laklakii atauperemuan yg butuh kerja,5,-3,negative
blm fasilitas upload resume data seandainya perbaikan usahakan kapasitas uploadnya minimal mb,3,1,positive
jooosssluar,5,0,neutral
im gon na try,3,0,neutral
brharap solusi pendapat inpormennya,5,3,positive
ok ok yes,5,11,positive
test dlu,3,0,neutral
great,3,3,positive
mantep ajha,5,0,neutral
menginspirasi,5,0,neutral
sukses sllu,5,3,positive
eklusif,5,0,neutral
liat aja,2,3,positive
profesional comunity,5,0,neutral
mantaffff jiwa,5,0,neutral
coba coneksi,3,2,positive
,5,0,neutral
membantu,4,4,positive
no comen,3,0,neutral
sambungan luas,5,3,positive
menolong mencari pekerjaan sesuai kemampuan,4,11,positive
mantab,5,0,neutral
berbagi pengetahuan informasi,5,8,positive
mencoba,5,0,neutral
membantu mencari pekerjaan,5,4,positive
hallow all comunity likein salam kenal sy mrjaiman sagala from indonesia,5,3,positive
linkedin wahana seiring kemajuan teknologi informasi linkedln manfaat,5,7,positive
tempe,2,0,neutral
oke,4,2,positive
verygood,4,0,neutral
thank membantu,5,8,positive
semprul,5,0,neutral
manfaat info bisnis linkedin,5,5,positive
bagua,5,0,neutral
sya sgt suka aplikasih,3,3,positive
infornasinya membantu,5,4,positive
the best of the best,5,0,neutral
,5,0,neutral
didownload pas dibuka gambar doangagak kecewa,3,5,positive
app taikkkk bikin akun g bisaaa rugi download,1,-5,negative
bagus ntar d tambahin,3,2,positive
tolong perbaiki fiturnya lowongan hoax berujung penipuan,2,-2,negative
terpakza download kredit akulaku,3,0,neutral
so far so good,4,5,positive
hopefully could be make me stronger,3,0,neutral
tolong pulihkan aplikasi virginiaifit ifit,5,-1,negative
gokil,5,0,neutral
tes dl,5,0,neutral
membatu,5,2,positive
coba low gak ribet tmbh,4,-2,negative
coba ya ok ditambah bintangnya,3,10,positive
akurat,5,0,neutral
tp blm dapet kerja pake aplikasi,5,0,neutral
jempol,4,4,positive
terima kasih mrmbantu,5,4,positive
bergabung,4,-4,negative
daftarnya gk,2,0,neutral
mudah mudahan peluang pekerjaan cepat,5,11,positive
bsa ngajuin pjman,5,0,neutral
menginstal,5,0,neutral
membantu,3,4,positive
semoga aplikasi dapaat membatu yg mencari pekerjaan mempermudh,5,-2,negative
pokoknya mantap banget,5,3,positive
ok,4,4,positive
its ok search to job,5,4,positive
bermanfaat relasi pekerjaan,4,11,positive
good app for all people,5,5,positive
super,5,3,positive
br mencoba,4,0,neutral
bilang orang penggunanya yg bilang apk gak ngebantu belegug,4,0,neutral
no coment,3,0,neutral
memudahkan terhubung teman,5,3,positive
okthanks,4,0,neutral
pemakai applikasi terbantu terima kasih,3,4,positive
oke salut,5,2,positive
orang yaa penggunanya gak asik,5,4,positive
get job,5,0,neutral
trimaksih,4,0,neutral
gabung linkedln,5,-5,negative
up,4,0,neutral
bergabung,5,-4,negative
we be link in,5,0,neutral
coba,3,2,positive
q gabung,5,-5,negative
lumayan membantu,4,5,positive
ok,3,4,positive
baguuuus,5,0,neutral
semoga cepat pekerjaanamiinn,5,3,positive
terimakasih memasang linkedin iklan,5,5,positive
smga bermanfaat,5,6,positive
tdk mengerti,1,2,positive
membangun relasi kerja,5,5,positive
lope,5,0,neutral
gtw,3,0,neutral
mantap mengembangkan profesionalisme,5,5,positive
sgtu dlu blm tau isia heheheh,3,-4,negative
semoga membantu,5,4,positive
bermangpaat,5,0,neutral
rumit verifikasi,1,-5,negative
pemula,4,0,neutral
relationship,5,0,neutral
membantu skali kenal kalangan orang,5,7,positive
aplikasi terbaik seputaran job and experience,5,1,positive
bermanfaat pebisnis,5,5,positive
very helpfull,5,0,neutral
bermanfaat,4,5,positive
lemot klw hp,1,-5,negative
masuk linkedin khusys pekerja propesional,5,0,neutral
menambah informasi,2,5,positive
makasih semoga cepat kerja,3,9,positive
senang bergabung,5,1,positive
joss gandos,3,0,neutral
menarik ni kayaknya,5,1,positive
bermanfaat terimakasih,5,10,positive
bintang ya klo mantap langsung bintang,2,12,positive
ok,5,4,positive
busines,4,0,neutral
let be friend,4,0,neutral
tingkatkan kualitas app nya ya,4,8,positive
susah mendaftar pas bergabung lamaaaa skali knpa gtu modelnya,2,-4,negative
sgtu dlu,3,0,neutral
siep,4,0,neutral
good apk menambah wawasan lbih mudah teman yg berpengalaman dunia bussines indonesia,5,17,positive
lumayan nambah wawasan,4,1,positive
bos,3,3,positive
terimakasih linkedid,5,5,positive
sing lancat,5,5,positive
coba tau,4,-2,negative
job bagus,5,2,positive
sanagat suka,5,3,positive
coba pengalaman,4,4,positive
goodthnks,5,0,neutral
terbaik,5,5,positive
the thumb,5,0,neutral
tahap tahap tercapai sukses,4,6,positive
sabgat nembantu,5,0,neutral
ti,4,0,neutral
memasang suka,5,3,positive
bagus jg,4,2,positive
iya kerja bintang nya,3,2,positive
waw coba download deh nggk nyesel,5,-3,negative
coba dulukalau oke bintangnya,4,4,positive
baguus,5,0,neutral
dapatkah cinta sejati,4,6,positive
walk of fame city as lose,5,0,neutral
insya allah bagus bintang nya,5,7,positive
terima kasih good luck,4,13,positive
terimakasih aplikasi yg membantu,5,5,positive
capek log in verifikasi blasss gak log in,1,4,positive
perusahaan fiktif semudah orang it linkedin jebol email spam bertebaran dimana,2,-5,negative
hoaks sih ok,3,4,positive
mudahan bermanfaatamin,5,1,positive
terimakasihminta bantuannya pekerjaan,4,3,positive
semoga sukses bermanfaat,4,8,positive
manntaaappp,4,0,neutral
suksess,5,0,neutral
good job linkedln,5,5,positive
linkedin membuka wawasan barupeluang usaha barumembangun hubungan kerjasama legalsukses anggota linkedin,5,1,positive
sukses aplikasi linkedin,5,-1,negative
terimakasih linkendin berkat apk mudah mndpatkan pekerjaan alhamdulilah kerjaan sesuai yg harapkan bagus,5,23,positive
very nice,4,4,positive
usaha terima kasih linkedin,5,5,positive
udah pnya linkedin tp faham dn bru tw dosen wktu bliau ngajar klo trnyta bsa untk lbh mudh cari pkrjaan smga ya bsa untk lbh mdah cri job skrng kasih bntng dlu deh,3,4,positive
sy download mudahan bs membantu dlm mencari pekerjaan,5,5,positive
simply informatif and easy to use,5,0,neutral
i just instal and my command good,5,5,positive
bintang dulusoalnya penipuan atsnma prushaanmhon tingkatkan keamanan,3,0,neutral
terimah kasih sy kesempatan,5,2,positive
coba pakai gw kasih bintang dlu,5,4,positive
mabtap,4,0,neutral
ga bs cri kerja,1,2,positive
senang bertemu teman,3,7,positive
membantuthanks,5,0,neutral
rumit,5,-5,negative
coba x z acc bintang z langsung pelicin acc,5,5,positive
bagus,3,2,positive
klo bagus tmbahin bintag nya,3,2,positive
download blm coba kasih ja,2,4,positive
joz bagus,5,2,positive
semoga yg sesuai app berjalan tambahkan bintang nya trim,4,3,positive
nyaman,5,4,positive
id like to link in a blink,5,0,neutral
simple luarbiasa,5,3,positive
lg pengen belajar sih app,5,6,positive
tuh tmn yg deh,5,0,neutral
teman wawasan pengetahuan,5,4,positive
linkedin informasi informasi memperbaharui wawasan dunia pekerjaan usaha mantap,5,14,positive
mantabbb,4,0,neutral
yacari teman aja,3,1,positive
good applications,4,5,positive
menjalin persahabatan,4,4,positive
informasinya akurat,3,2,positive
bagus sih kalo realisasi,3,-1,negative
penambah koneksi good job,5,7,positive
ok oc,5,4,positive
msntap,5,0,neutral
suka mempermudah sosial media,4,4,positive
bagus menambah teman,5,5,positive
semoga bermanfaat bagus,4,7,positive
semoga berhasil,5,3,positive
semoga cepat pekerjaan,3,6,positive
wish you all the best,5,0,neutral
cari patner,5,-3,negative
want try,5,0,neutral
coba,3,2,positive
memudahkan mencari pekerjaan,5,3,positive
dlu kalo gampang tgl nambah,4,4,positive
aplikasi yg bagus membantu pekerjaan,4,5,positive
,5,0,neutral
goodjobs,3,0,neutral
test,4,0,neutral
semoga sukses,4,3,positive
bagusssssss,5,0,neutral
place support,4,4,positive
bagus membangun jaringan good for jobseeker,4,10,positive
klo bagus bintangnya nnti jd jendral ya,4,6,positive
apkikasi yg memperkenalkan profesi thx,5,0,neutral
aja nyaa semoga bermanfaat,3,6,positive
bagus bet aplikasinya,5,2,positive
coba apl,3,2,positive
daftar,4,1,positive
elegant,5,0,neutral
oke banget,4,3,positive
dlu dech yaam,4,0,neutral
bagus promosi,4,2,positive
people so awesome their jobthanks,5,0,neutral
semoga bermanfaat menjalin persahabtan,5,5,positive
anak tolong bantu,2,3,positive
bagus tingkatkan,4,2,positive
alfred hocsdi,5,0,neutral
semoga sllu kebaikan bgi,5,4,positive
mencoba kalo ok ya diterusin,3,8,positive
senang brgabung disinismoga prshabatan ttp trjlin selma nyaslm hock,5,5,positive
near perfect,5,0,neutral
tester,5,0,neutral
linkin park,5,0,neutral
coba dlu,4,2,positive
membantu menemukan teman kerjaan,5,8,positive
pokok e joss,5,3,positive
nyobian heula,3,-2,negative
silaturrahim,4,0,neutral
cba,3,0,neutral
terimakasih berbagi informasi,5,9,positive
mengenal orang berbagi dunia pekerjaan,5,7,positive
senang bertemen thank sihar albert auditor gbu,5,9,positive
ok good,5,9,positive
oke utk ajang informasi karier,4,1,positive
professional,5,0,neutral
sip update,5,0,neutral
yusepul dah,5,-3,negative
,5,0,neutral
banget,4,1,positive
ukey,5,0,neutral
membantu tolong up date info job terpercaya,5,4,positive
kali aplikasi moga info pekerjaan sahabat sahabat,5,5,positive
,3,0,neutral
aplikasinya bagus penggunanya bagus bertanggung yg gak bener isinya mengatasnamakan managemant,5,7,positive
lumayam,3,0,neutral
hoyong damel,5,0,neutral
membantu pencari job,5,4,positive
yoiii,5,0,neutral
coba kebenaran aplikasi,3,-2,negative
good informations for job,5,5,positive
actually this aplication not bed but i dont udestand why in message not any attrach for file like excel power point word and ect and the data for aplication so big and slow load please give me feedback and hope this app can be better than this time,3,-5,negative
it be counten very well,4,0,neutral
penguna tolong rinci,1,3,positive
semoga menbawa berkah,5,4,positive
aplikasi memverifikasi main tebak gambar menjengkelkan maaf ya sy uninstall terimakasih tebak gambarnya,1,17,positive
no coment,2,0,neutral
peminat linkedln,5,0,neutral
coba masuk,4,-1,negative
aplikasi menxukung peluang usaha,5,-3,negative
dinamis,5,0,neutral
semoga beruntung,4,4,positive
menyukainya,5,0,neutral
bagus tearah,4,2,positive
kasih bintang menarik terimakaih,3,6,positive
oknum yg tdk bertanggung dgn mengatasnamakan rekrutmen jdi lbh berhati tolong min kyk gini sgera diatasi,2,3,positive
bintang bagus kasih,2,4,positive
,5,0,neutral
teman saudara,5,0,neutral
bin lelet,3,0,neutral
ok kuotanya update update,3,4,positive
bagus kadang lelet,4,5,positive
realiaaai kebenaranya,5,0,neutral
sop,5,0,neutral
robot muncul ketik gambar dg solusinya,1,6,positive
okey okey,5,0,neutral
bagus kalangan bisnis,5,5,positive
membantu jobseeker,5,4,positive
,4,0,neutral
okey bagus,5,2,positive
ok membantu,5,8,positive
pantang menyerah,5,-8,negative
linkedln kirim video ya,5,6,positive
congratulation,5,0,neutral
mudahan membantu mencari kerjaan,5,4,positive
coba,5,2,positive
lumayanlah nyoba,3,0,neutral
hallo everyone,5,4,positive
good aplikasi,5,1,positive
jos,5,0,neutral
its something new for me awesome,5,0,neutral
not bad,2,-4,negative
coba aja gw kasih bintang,5,5,positive
d coba,3,2,positive
menjalani hidup,5,5,positive
pangkas yg bermanfaat,4,5,positive
coba aja syiapa tau rizeki kerjaan,5,1,positive
domain email abal abal tolong diberinfitur report filter yg semacm semoga bermanfaat orang terjebak lowongan kerja palsu,3,10,positive
